CAMPO_SIH,CATEGORIA,AÑO,VOLUMEN_ORIGINAL_PETROLEO_MMB,VOLUMEN_ORIGINAL_GAS_MMMPC
LACANTUN,3P,2012,15.419487,2.623425
LACANTUN,3P,2013,15.419487,2.623425
LACANTUN,3P,2014,15.419487,2.623425
LACANTUN,3P,2015,15.419487,2.623425
LACANTUN,3P,2016,15.419487,2.623425
LACANTUN,3P,2017,15.419487,2.623425
LACANTUN,3P,2018,15.419487,2.623425
LACANTUN,3P,2019,15.419487,2.62342
LACANTUN,3P,2020,15.419487,2.62342
LACANTUN,3P,2021,15.419487,2.62342
LACANTUN,3P,2022,15.419487,2.62342
LACANTUN,3P,2023,15.419617,2.623442
LACANTUN,3P,2024,15.419617,2.623442
LAGARTO,1P,2010,0.383968,0.043116
LAGARTO,1P,2011,0.383968,0.043116
LAGARTO,1P,2012,0.383968,0.043116
LAGARTO,1P,2013,0.383968,0.043116
LAGARTO,1P,2014,0.383968,0.043116
LAGARTO,1P,2015,0.383968,0.043116
LAGARTO,1P,2016,0.383968,0.043116
LAGARTO,1P,2017,0.383968,0.043116
LAGARTO,1P,2018,0.383968,0.043116
LAGARTO,2P,2010,0.383968,0.043116
LAGARTO,2P,2011,0.383968,0.043116
LAGARTO,2P,2012,0.383968,0.043116
LAGARTO,2P,2013,0.383968,0.043116
LAGARTO,2P,2014,0.383968,0.043116
LAGARTO,2P,2015,0.383968,0.043116
LAGARTO,2P,2016,0.383968,0.043116
LAGARTO,2P,2017,0.383968,0.043116
LAGARTO,2P,2018,0.383968,0.043116
LAGARTO,3P,2010,0.383968,0.043116
LAGARTO,3P,2011,0.383968,0.043116
LAGARTO,3P,2012,0.383968,0.043116
LAGARTO,3P,2013,0.383968,0.043116
LAGARTO,3P,2014,0.383968,0.043116
LAGARTO,3P,2015,0.383968,0.043116
LAGARTO,3P,2016,0.383968,0.043116
LAGARTO,3P,2017,0.383968,0.043116
LAGARTO,3P,2018,0.383968,0.043116
LAGUNA ALEGRE,1P,2010,0.0,21.522421
LAGUNA ALEGRE,1P,2011,0.0,21.522421
LAGUNA ALEGRE,1P,2012,0.0,21.522421
LAGUNA ALEGRE,1P,2013,0.0,21.522421
LAGUNA ALEGRE,1P,2014,0.0,21.522421
LAGUNA ALEGRE,1P,2015,0.0,21.522421
LAGUNA ALEGRE,1P,2016,0.0,21.522379
LAGUNA ALEGRE,1P,2017,0.0,21.522379
LAGUNA ALEGRE,1P,2018,0.0,21.522379
LAGUNA ALEGRE,1P,2019,0.0,21.522379
LAGUNA ALEGRE,1P,2020,0.0,21.522379
LAGUNA ALEGRE,1P,2021,0.0,21.522179
LAGUNA ALEGRE,1P,2022,0.0,21.522179
LAGUNA ALEGRE,1P,2023,0.0,21.523976
LAGUNA ALEGRE,1P,2024,0.0,21.523976
LAGUNA ALEGRE,2P,2010,0.0,21.522421
LAGUNA ALEGRE,2P,2011,0.0,21.522421
LAGUNA ALEGRE,2P,2012,0.0,21.522421
LAGUNA ALEGRE,2P,2013,0.0,21.522421
LAGUNA ALEGRE,2P,2014,0.0,21.522421
LAGUNA ALEGRE,2P,2015,0.0,21.522421
LAGUNA ALEGRE,2P,2016,0.0,21.522379
LAGUNA ALEGRE,2P,2017,0.0,21.522379
LAGUNA ALEGRE,2P,2018,0.0,21.522379
LAGUNA ALEGRE,2P,2019,0.0,21.522379
LAGUNA ALEGRE,2P,2020,0.0,21.522379
LAGUNA ALEGRE,2P,2021,0.0,21.522179
LAGUNA ALEGRE,2P,2022,0.0,21.522179
LAGUNA ALEGRE,2P,2023,0.0,21.523976
LAGUNA ALEGRE,2P,2024,0.0,21.523976
LAGUNA ALEGRE,3P,2010,0.0,21.522421
LAGUNA ALEGRE,3P,2011,0.0,21.522421
LAGUNA ALEGRE,3P,2012,0.0,21.522421
LAGUNA ALEGRE,3P,2013,0.0,21.522421
LAGUNA ALEGRE,3P,2014,0.0,21.522421
LAGUNA ALEGRE,3P,2015,0.0,21.522421
LAGUNA ALEGRE,3P,2016,0.0,21.522379
LAGUNA ALEGRE,3P,2017,0.0,21.522379
LAGUNA ALEGRE,3P,2018,0.0,21.522379
LAGUNA ALEGRE,3P,2019,0.0,21.522379
LAGUNA ALEGRE,3P,2020,0.0,21.522379
LAGUNA ALEGRE,3P,2021,0.0,21.522179
LAGUNA ALEGRE,3P,2022,0.0,21.522179
LAGUNA ALEGRE,3P,2023,0.0,21.523976
LAGUNA ALEGRE,3P,2024,0.0,21.523976
LAGUNA NUEVA,1P,2010,0.029742,1.168934
LAGUNA NUEVA,1P,2011,0.029742,1.168934
LAGUNA NUEVA,1P,2012,0.029742,1.168934
LAGUNA NUEVA,1P,2013,0.029742,1.168934
LAGUNA NUEVA,1P,2014,0.029742,1.168934
LAGUNA NUEVA,1P,2015,0.029742,1.168934
LAGUNA NUEVA,1P,2016,0.029742,1.168934
LAGUNA NUEVA,1P,2017,0.029742,1.168934
LAGUNA NUEVA,1P,2018,0.029742,1.168934
LAGUNA NUEVA,1P,2019,0.029742,1.168932
LAGUNA NUEVA,1P,2020,0.029742,1.168932
LAGUNA NUEVA,1P,2021,0.029742,1.168932
LAGUNA NUEVA,1P,2022,0.029742,1.168932
LAGUNA NUEVA,1P,2023,0.029743,1.168942
LAGUNA NUEVA,1P,2024,0.029743,1.168942
LAGUNA NUEVA,2P,2010,0.029742,1.168934
LAGUNA NUEVA,2P,2011,0.029742,1.168934
LAGUNA NUEVA,2P,2012,0.029742,1.168934
LAGUNA NUEVA,2P,2013,0.029742,1.168934
LAGUNA NUEVA,2P,2014,0.029742,1.168934
LAGUNA NUEVA,2P,2015,0.029742,1.168934
LAGUNA NUEVA,2P,2016,0.029742,1.168934
LAGUNA NUEVA,2P,2017,0.029742,1.168934
LAGUNA NUEVA,2P,2018,0.029742,1.168934
LAGUNA NUEVA,2P,2019,0.029742,1.168932
LAGUNA NUEVA,2P,2020,0.029742,1.168932
LAGUNA NUEVA,2P,2021,0.029742,1.168932
LAGUNA NUEVA,2P,2022,0.029742,1.168932
LAGUNA NUEVA,2P,2023,0.029743,1.168942
LAGUNA NUEVA,2P,2024,0.029743,1.168942
LAGUNA NUEVA,3P,2010,0.029742,1.168934
LAGUNA NUEVA,3P,2011,0.029742,1.168934
LAGUNA NUEVA,3P,2012,0.029742,1.168934
LAGUNA NUEVA,3P,2013,0.029742,1.168934
LAGUNA NUEVA,3P,2014,0.029742,1.168934
LAGUNA NUEVA,3P,2015,0.029742,1.168934
LAGUNA NUEVA,3P,2016,0.029742,1.168934
LAGUNA NUEVA,3P,2017,0.029742,1.168934
LAGUNA NUEVA,3P,2018,0.029742,1.168934
LAGUNA NUEVA,3P,2019,0.029742,1.168932
LAGUNA NUEVA,3P,2020,0.029742,1.168932
LAGUNA NUEVA,3P,2021,0.029742,1.168932
LAGUNA NUEVA,3P,2022,0.029742,1.168932
LAGUNA NUEVA,3P,2023,0.029743,1.168942
LAGUNA NUEVA,3P,2024,0.029743,1.168942
LAJITAS,1P,2010,0.0,0.429901
LAJITAS,1P,2011,0.0,0.429901
LAJITAS,1P,2012,0.0,0.429901
LAJITAS,1P,2013,0.0,0.429901
LAJITAS,1P,2014,0.0,0.429901
LAJITAS,1P,2015,0.0,0.429901
LAJITAS,1P,2016,0.0,0.429901
LAJITAS,1P,2017,0.0,0.429901
LAJITAS,1P,2018,0.0,0.429901
LAJITAS,2P,2010,0.0,0.662223
LAJITAS,2P,2011,0.0,0.662223
LAJITAS,2P,2012,0.0,0.662223
LAJITAS,2P,2013,0.0,0.662223
LAJITAS,2P,2014,0.0,0.662223
LAJITAS,2P,2015,0.0,0.662223
LAJITAS,2P,2016,0.0,0.662223
LAJITAS,2P,2017,0.0,0.662223
LAJITAS,2P,2018,0.0,0.662223
LAJITAS,3P,2010,0.0,0.662223
LAJITAS,3P,2011,0.0,0.662223
LAJITAS,3P,2012,0.0,0.662223
LAJITAS,3P,2013,0.0,0.662223
LAJITAS,3P,2014,0.0,0.662223
LAJITAS,3P,2015,0.0,0.662223
LAJITAS,3P,2016,0.0,0.662223
LAJITAS,3P,2017,0.0,0.662223
LAJITAS,3P,2018,0.0,0.662223
LAKACH,1P,2010,0.0,428.498154
LAKACH,1P,2011,0.0,753.30463
LAKACH,1P,2012,0.0,753.30463
LAKACH,1P,2013,0.0,753.30463
LAKACH,1P,2014,0.0,865.148103
LAKACH,1P,2015,0.0,865.148103
LAKACH,1P,2016,0.0,865.146388
LAKACH,1P,2017,0.0,505.084074
LAKACH,1P,2018,0.0,505.08407
LAKACH,1P,2019,0.0,505.084074
LAKACH,1P,2020,0.0,505.084073
LAKACH,1P,2021,0.0,505.084071
LAKACH,1P,2022,0.0,505.109678
LAKACH,1P,2023,0.0,865.78105
LAKACH,1P,2024,0.0,814.178827
LAKACH,2P,2010,0.0,934.59358
LAKACH,2P,2011,0.0,1127.797088
LAKACH,2P,2012,0.0,1127.797088
LAKACH,2P,2013,0.0,1127.797088
LAKACH,2P,2014,0.0,1298.707547
LAKACH,2P,2015,0.0,1298.707547
LAKACH,2P,2016,0.0,1298.704973
LAKACH,2P,2017,0.0,1311.13998
LAKACH,2P,2018,0.0,1311.14
LAKACH,2P,2019,0.0,1311.13998
LAKACH,2P,2020,0.0,1311.139979
LAKACH,2P,2021,0.0,1311.139977
LAKACH,2P,2022,0.0,1311.206449
LAKACH,2P,2023,0.0,1170.4913
LAKACH,2P,2024,0.0,1085.529961
LAKACH,3P,2010,0.0,1732.744594
LAKACH,3P,2011,0.0,1127.797088
LAKACH,3P,2012,0.0,1127.797088
LAKACH,3P,2013,0.0,1127.797088
LAKACH,3P,2014,0.0,1298.707547
LAKACH,3P,2015,0.0,1298.707547
LAKACH,3P,2016,0.0,1298.704973
LAKACH,3P,2017,0.0,1311.13998
LAKACH,3P,2018,0.0,1311.14
LAKACH,3P,2019,0.0,1311.13998
LAKACH,3P,2020,0.0,1311.139979
LAKACH,3P,2021,0.0,1311.139977
LAKACH,3P,2022,0.0,1311.206449
LAKACH,3P,2023,0.0,1310.481159
LAKACH,3P,2024,0.0,1085.529961
LALAIL,1P,2010,0.0,0.0
LALAIL,1P,2011,0.0,0.0
LALAIL,1P,2012,0.0,0.0
LALAIL,1P,2013,0.0,0.0
LALAIL,1P,2014,0.0,0.0
LALAIL,1P,2015,0.0,0.0
LALAIL,2P,2010,0.0,404.333163
LALAIL,2P,2011,0.0,404.333163
LALAIL,2P,2012,0.0,404.333163
LALAIL,2P,2013,0.0,404.333163
LALAIL,2P,2014,0.0,404.333163
LALAIL,2P,2015,0.0,404.333163
LALAIL,3P,2010,0.0,1181.3336
LALAIL,3P,2011,0.0,1181.3336
LALAIL,3P,2012,0.0,1181.3336
LALAIL,3P,2013,0.0,1181.3336
LALAIL,3P,2014,0.0,1181.3336
LALAIL,3P,2015,0.0,1181.3336
LAMPAZOS,1P,2010,0.0,75.081072
LAMPAZOS,1P,2011,0.0,75.081072
LAMPAZOS,1P,2012,0.0,75.081072
LAMPAZOS,1P,2013,0.0,75.081072
LAMPAZOS,1P,2014,0.0,75.081072
LAMPAZOS,1P,2015,0.0,75.081072
LAMPAZOS,1P,2016,0.0,75.081072
LAMPAZOS,1P,2017,0.0,75.081072
LAMPAZOS,1P,2018,0.0,75.081072
LAMPAZOS,1P,2019,0.0,0.0
LAMPAZOS,1P,2020,0.0,0.0
LAMPAZOS,2P,2010,0.0,75.081072
LAMPAZOS,2P,2011,0.0,75.081072
LAMPAZOS,2P,2012,0.0,75.081072
LAMPAZOS,2P,2013,0.0,75.081072
LAMPAZOS,2P,2014,0.0,75.081072
LAMPAZOS,2P,2015,0.0,75.081072
LAMPAZOS,2P,2016,0.0,75.081072
LAMPAZOS,2P,2017,0.0,75.081072
LAMPAZOS,2P,2018,0.0,75.081072
LAMPAZOS,2P,2019,0.0,0.0
LAMPAZOS,2P,2020,0.0,0.0
LAMPAZOS,3P,2010,0.0,75.081072
LAMPAZOS,3P,2011,0.0,75.081072
LAMPAZOS,3P,2012,0.0,75.081072
LAMPAZOS,3P,2013,0.0,75.081072
LAMPAZOS,3P,2014,0.0,75.081072
LAMPAZOS,3P,2015,0.0,75.081072
LAMPAZOS,3P,2016,0.0,75.081072
LAMPAZOS,3P,2017,0.0,75.081072
LAMPAZOS,3P,2018,0.0,75.081072
LAMPAZOS,3P,2019,0.0,0.0
LAMPAZOS,3P,2020,0.0,0.0
LANKAHUASA,1P,2010,0.0,513.063916
LANKAHUASA,1P,2011,0.0,513.061037
LANKAHUASA,1P,2012,0.0,513.061037
LANKAHUASA,1P,2013,0.0,513.061037
LANKAHUASA,1P,2014,0.0,513.061037
LANKAHUASA,1P,2015,0.0,513.061037
LANKAHUASA,1P,2016,0.0,513.06002
LANKAHUASA,1P,2017,0.0,513.06002
LANKAHUASA,1P,2018,0.0,513.06002
LANKAHUASA,1P,2019,0.0,513.06002
LANKAHUASA,1P,2020,0.0,513.06002
LANKAHUASA,1P,2021,0.0,513.05527
LANKAHUASA,1P,2022,0.0,513.08128
LANKAHUASA,1P,2023,0.0,513.08128
LANKAHUASA,2P,2010,0.0,876.254986
LANKAHUASA,2P,2011,0.0,876.250562
LANKAHUASA,2P,2012,0.0,876.250562
LANKAHUASA,2P,2013,0.0,876.250562
LANKAHUASA,2P,2014,0.0,876.250562
LANKAHUASA,2P,2015,0.0,513.061037
LANKAHUASA,2P,2016,0.0,513.06002
LANKAHUASA,2P,2017,0.0,513.06002
LANKAHUASA,2P,2018,0.0,513.06002
LANKAHUASA,2P,2019,0.0,513.06002
LANKAHUASA,2P,2020,0.0,513.06002
LANKAHUASA,2P,2021,0.0,513.05527
LANKAHUASA,2P,2022,0.0,513.08128
LANKAHUASA,2P,2023,0.0,513.08128
LANKAHUASA,3P,2010,0.0,937.379635
LANKAHUASA,3P,2011,0.0,937.375392
LANKAHUASA,3P,2012,0.0,937.375392
LANKAHUASA,3P,2013,0.0,937.375392
LANKAHUASA,3P,2014,0.0,937.375392
LANKAHUASA,3P,2015,0.0,513.061037
LANKAHUASA,3P,2016,0.0,513.06002
LANKAHUASA,3P,2017,0.0,513.06002
LANKAHUASA,3P,2018,0.0,513.06002
LANKAHUASA,3P,2019,0.0,513.06002
LANKAHUASA,3P,2020,0.0,513.06002
LANKAHUASA,3P,2021,0.0,513.05527
LANKAHUASA,3P,2022,0.0,513.08128
LANKAHUASA,3P,2023,0.0,513.08128
LEEK,1P,2010,0.0,0.0
LEEK,1P,2011,0.0,0.0
LEEK,1P,2012,0.0,0.0
LEEK,1P,2013,0.0,0.0
LEEK,1P,2014,0.0,0.0
LEEK,1P,2015,0.0,0.0
LEEK,2P,2010,0.0,0.0
LEEK,2P,2011,0.0,0.0
LEEK,2P,2012,0.0,0.0
LEEK,2P,2013,0.0,0.0
LEEK,2P,2014,0.0,0.0
LEEK,2P,2015,0.0,0.0
LEEK,3P,2010,0.0,156.079988
LEEK,3P,2011,0.0,156.079988
LEEK,3P,2012,0.0,156.079988
LEEK,3P,2013,0.0,156.079988
LEEK,3P,2014,0.0,156.079988
LEEK,3P,2015,0.0,156.079988
LERMA,1P,2010,0.0,0.0
LERMA,1P,2011,0.0,0.0
LERMA,1P,2012,0.0,0.0
LERMA,1P,2013,0.0,0.0
LERMA,1P,2014,0.0,0.0
LERMA,1P,2015,0.0,0.0
LERMA,1P,2016,0.0,0.0
LERMA,1P,2017,0.0,0.0
LERMA,1P,2018,0.0,0.0
LERMA,1P,2019,0.0,0.0
LERMA,1P,2020,0.0,0.0
LERMA,2P,2010,0.0,140.724175
LERMA,2P,2011,0.0,0.0
LERMA,2P,2012,0.0,0.0
LERMA,2P,2013,0.0,0.0
LERMA,2P,2014,0.0,0.0
LERMA,2P,2015,0.0,0.0
LERMA,2P,2016,0.0,0.0
LERMA,2P,2017,0.0,0.0
LERMA,2P,2018,0.0,0.0
LERMA,2P,2019,0.0,0.0
LERMA,2P,2020,0.0,0.0
LERMA,3P,2010,0.0,165.697439
LERMA,3P,2011,0.0,165.697439
LERMA,3P,2012,0.0,140.724175
LERMA,3P,2013,0.0,140.724175
LERMA,3P,2014,0.0,140.724175
LERMA,3P,2015,0.0,0.0
LERMA,3P,2016,0.0,0.0
LERMA,3P,2017,0.0,0.0
LERMA,3P,2018,0.0,0.0
LERMA,3P,2019,0.0,0.0
LERMA,3P,2020,0.0,0.0
LEYENDA,1P,2010,0.0,0.167877
LEYENDA,1P,2011,0.0,0.167877
LEYENDA,1P,2012,0.0,0.167877
LEYENDA,1P,2013,0.0,0.167877
LEYENDA,1P,2014,0.0,0.167877
LEYENDA,1P,2015,0.0,0.167877
LEYENDA,1P,2016,0.0,0.167877
LEYENDA,1P,2017,0.0,0.167877
LEYENDA,2P,2010,0.0,0.20055
LEYENDA,2P,2011,0.0,0.20055
LEYENDA,2P,2012,0.0,0.20055
LEYENDA,2P,2013,0.0,0.20055
LEYENDA,2P,2014,0.0,0.20055
LEYENDA,2P,2015,0.0,0.20055
LEYENDA,2P,2016,0.0,0.20055
LEYENDA,2P,2017,0.0,0.20055
LEYENDA,3P,2010,0.0,0.20055
LEYENDA,3P,2011,0.0,0.20055
LEYENDA,3P,2012,0.0,0.20055
LEYENDA,3P,2013,0.0,0.20055
LEYENDA,3P,2014,0.0,0.20055
LEYENDA,3P,2015,0.0,0.20055
LEYENDA,3P,2016,0.0,0.20055
LEYENDA,3P,2017,0.0,0.20055
LIMON,1P,2010,144.208918,222.658749
LIMON,1P,2011,144.208918,222.658749
LIMON,1P,2012,144.208918,222.658749
LIMON,1P,2013,147.244228,227.345271
LIMON,1P,2014,147.244219,227.345258
LIMON,1P,2015,147.244219,227.345258
LIMON,1P,2016,147.244219,227.344807
LIMON,1P,2017,147.244219,227.344807
LIMON,1P,2018,147.24422,227.34481
LIMON,1P,2019,147.244219,227.344807
LIMON,1P,2020,433.8,87.98
LIMON,1P,2021,433.788957,87.983198
LIMON,1P,2022,433.788957,87.983198
LIMON,1P,2023,433.788957,87.983198
LIMON,1P,2024,433.788957,87.983198
LIMON,2P,2010,144.208918,222.658749
LIMON,2P,2011,144.208918,222.658749
LIMON,2P,2012,144.208918,222.658749
LIMON,2P,2013,147.916819,228.383753
LIMON,2P,2014,147.91681,228.38374
LIMON,2P,2015,147.91681,228.38374
LIMON,2P,2016,147.91681,228.383287
LIMON,2P,2017,147.91681,228.383287
LIMON,2P,2018,147.91681,228.38329
LIMON,2P,2019,147.91681,228.383287
LIMON,2P,2020,433.8,87.98
LIMON,2P,2021,433.788957,87.983198
LIMON,2P,2022,433.788957,87.983198
LIMON,2P,2023,433.788957,87.983198
LIMON,2P,2024,433.788957,87.983198
LIMON,3P,2010,144.208918,222.658749
LIMON,3P,2011,144.208918,222.658749
LIMON,3P,2012,144.208918,222.658749
LIMON,3P,2013,156.660505,241.884016
LIMON,3P,2014,156.660496,241.884002
LIMON,3P,2015,156.660496,241.884002
LIMON,3P,2016,156.660496,241.883522
LIMON,3P,2017,156.660496,241.883522
LIMON,3P,2018,156.6605,241.88352
LIMON,3P,2019,156.660496,241.883522
LIMON,3P,2020,433.8,87.98
LIMON,3P,2021,433.788957,87.983198
LIMON,3P,2022,433.788957,87.983198
LIMON,3P,2023,433.788957,87.983198
LIMON,3P,2024,433.788957,87.983198
LIMONARIA,1P,2010,1.103079,0.408407
LIMONARIA,1P,2011,1.103079,0.408407
LIMONARIA,1P,2012,1.103079,0.408407
LIMONARIA,1P,2013,1.103079,0.408407
LIMONARIA,1P,2014,1.103079,0.408407
LIMONARIA,1P,2015,1.103079,0.408407
LIMONARIA,1P,2016,1.103079,0.408407
LIMONARIA,1P,2017,1.103079,0.408407
LIMONARIA,1P,2018,1.103079,0.408407
LIMONARIA,1P,2019,1.103079,0.408407
LIMONARIA,1P,2020,1.103079,0.408407
LIMONARIA,1P,2021,1.103069,0.408403
LIMONARIA,1P,2022,1.103123,0.408423
LIMONARIA,1P,2023,1.103123,0.408423
LIMONARIA,2P,2010,1.103079,0.408407
LIMONARIA,2P,2011,1.103079,0.408407
LIMONARIA,2P,2012,1.103079,0.408407
LIMONARIA,2P,2013,1.103079,0.408407
LIMONARIA,2P,2014,1.103079,0.408407
LIMONARIA,2P,2015,1.103079,0.408407
LIMONARIA,2P,2016,1.103079,0.408407
LIMONARIA,2P,2017,1.103079,0.408407
LIMONARIA,2P,2018,1.103079,0.408407
LIMONARIA,2P,2019,1.103079,0.408407
LIMONARIA,2P,2020,1.103079,0.408407
LIMONARIA,2P,2021,1.103069,0.408403
LIMONARIA,2P,2022,1.103123,0.408423
LIMONARIA,2P,2023,1.103123,0.408423
LIMONARIA,3P,2010,1.103079,0.408407
LIMONARIA,3P,2011,1.103079,0.408407
LIMONARIA,3P,2012,1.103079,0.408407
LIMONARIA,3P,2013,1.103079,0.408407
LIMONARIA,3P,2014,1.103079,0.408407
LIMONARIA,3P,2015,1.103079,0.408407
LIMONARIA,3P,2016,1.103079,0.408407
LIMONARIA,3P,2017,1.103079,0.408407
LIMONARIA,3P,2018,1.103079,0.408407
LIMONARIA,3P,2019,1.103079,0.408407
LIMONARIA,3P,2020,1.103079,0.408407
LIMONARIA,3P,2021,1.103069,0.408403
LIMONARIA,3P,2022,1.103123,0.408423
LIMONARIA,3P,2023,1.103123,0.408423
LIZAMBA,1P,2010,0.0,728.271289
LIZAMBA,1P,2011,0.0,761.79804
LIZAMBA,1P,2012,0.0,764.549941
LIZAMBA,1P,2013,0.0,766.364752
LIZAMBA,1P,2014,0.0,766.364752
LIZAMBA,1P,2015,0.0,773.519694
LIZAMBA,1P,2016,0.0,778.208541
LIZAMBA,1P,2017,0.0,778.208541
LIZAMBA,1P,2018,0.0,778.208535
LIZAMBA,1P,2019,0.0,778.208541
LIZAMBA,1P,2020,0.0,778.234769
LIZAMBA,1P,2021,0.0,783.712278
LIZAMBA,1P,2022,0.0,783.75201
LIZAMBA,1P,2023,0.0,783.75201
LIZAMBA,1P,2024,0.0,783.75201
LIZAMBA,2P,2010,0.0,728.271289
LIZAMBA,2P,2011,0.0,761.79804
LIZAMBA,2P,2012,0.0,764.549941
LIZAMBA,2P,2013,0.0,766.364752
LIZAMBA,2P,2014,0.0,766.364752
LIZAMBA,2P,2015,0.0,773.519694
LIZAMBA,2P,2016,0.0,778.208541
LIZAMBA,2P,2017,0.0,778.208541
LIZAMBA,2P,2018,0.0,778.208535
LIZAMBA,2P,2019,0.0,778.208541
LIZAMBA,2P,2020,0.0,778.234769
LIZAMBA,2P,2021,0.0,783.712278
LIZAMBA,2P,2022,0.0,783.75201
LIZAMBA,2P,2023,0.0,783.75201
LIZAMBA,2P,2024,0.0,783.75201
LIZAMBA,3P,2010,0.0,728.271289
LIZAMBA,3P,2011,0.0,761.79804
LIZAMBA,3P,2012,0.0,764.549941
LIZAMBA,3P,2013,0.0,766.364752
LIZAMBA,3P,2014,0.0,766.364752
LIZAMBA,3P,2015,0.0,773.519694
LIZAMBA,3P,2016,0.0,778.208541
LIZAMBA,3P,2017,0.0,778.208541
LIZAMBA,3P,2018,0.0,778.208535
LIZAMBA,3P,2019,0.0,778.208541
LIZAMBA,3P,2020,0.0,778.234769
LIZAMBA,3P,2021,0.0,783.712278
LIZAMBA,3P,2022,0.0,783.75201
LIZAMBA,3P,2023,0.0,783.75201
LIZAMBA,3P,2024,0.0,783.75201
LLANO BLANCO,1P,2010,0.0,0.131287
LLANO BLANCO,1P,2011,0.0,0.131287
LLANO BLANCO,1P,2012,0.0,0.131287
LLANO BLANCO,1P,2013,0.0,0.131287
LLANO BLANCO,1P,2014,0.0,0.131287
LLANO BLANCO,1P,2015,0.0,0.131287
LLANO BLANCO,1P,2016,0.0,0.131287
LLANO BLANCO,1P,2017,0.0,0.131287
LLANO BLANCO,2P,2010,0.0,1.509052
LLANO BLANCO,2P,2011,0.0,1.509052
LLANO BLANCO,2P,2012,0.0,1.509052
LLANO BLANCO,2P,2013,0.0,1.509052
LLANO BLANCO,2P,2014,0.0,1.509052
LLANO BLANCO,2P,2015,0.0,1.509052
LLANO BLANCO,2P,2016,0.0,1.509052
LLANO BLANCO,2P,2017,0.0,1.509052
LLANO BLANCO,3P,2010,0.0,1.509052
LLANO BLANCO,3P,2011,0.0,1.509052
LLANO BLANCO,3P,2012,0.0,1.509052
LLANO BLANCO,3P,2013,0.0,1.509052
LLANO BLANCO,3P,2014,0.0,1.509052
LLANO BLANCO,3P,2015,0.0,1.509052
LLANO BLANCO,3P,2016,0.0,1.509052
LLANO BLANCO,3P,2017,0.0,1.509052
LLANURA,1P,2010,0.0,2.5144
LLANURA,1P,2011,0.0,2.5144
LLANURA,1P,2012,0.0,2.5144
LLANURA,1P,2013,0.0,2.5144
LLANURA,1P,2014,0.0,2.5144
LLANURA,1P,2015,0.0,2.5144
LLANURA,1P,2016,0.0,2.5144
LLANURA,1P,2017,0.0,2.5144
LLANURA,1P,2018,0.0,2.5144
LLANURA,1P,2019,0.0,0.0
LLANURA,1P,2020,0.0,0.0
LLANURA,2P,2010,0.0,2.5144
LLANURA,2P,2011,0.0,2.5144
LLANURA,2P,2012,0.0,2.5144
LLANURA,2P,2013,0.0,2.5144
LLANURA,2P,2014,0.0,2.5144
LLANURA,2P,2015,0.0,2.5144
LLANURA,2P,2016,0.0,2.5144
LLANURA,2P,2017,0.0,2.5144
LLANURA,2P,2018,0.0,2.5144
LLANURA,2P,2019,0.0,0.0
LLANURA,2P,2020,0.0,0.0
LLANURA,3P,2010,0.0,2.5144
LLANURA,3P,2011,0.0,2.5144
LLANURA,3P,2012,0.0,2.5144
LLANURA,3P,2013,0.0,2.5144
LLANURA,3P,2014,0.0,2.5144
LLANURA,3P,2015,0.0,2.5144
LLANURA,3P,2016,0.0,2.5144
LLANURA,3P,2017,0.0,2.5144
LLANURA,3P,2018,0.0,2.5144
LLANURA,3P,2019,0.0,0.0
LLANURA,3P,2020,0.0,0.0
LLORON,1P,2010,0.0,2.610996
LLORON,1P,2011,0.0,3.180164
LLORON,1P,2012,0.0,1.627999
LLORON,1P,2013,0.0,3.274303
LLORON,1P,2014,0.0,3.274303
LLORON,1P,2015,0.0,3.274303
LLORON,1P,2016,0.0,3.274297
LLORON,1P,2017,0.0,3.274297
LLORON,1P,2018,0.0,3.274297
LLORON,1P,2019,0.0,3.274297
LLORON,1P,2020,0.0,3.274297
LLORON,1P,2021,0.0,3.274266
LLORON,1P,2022,0.0,3.274432
LLORON,1P,2023,0.0,3.274432
LLORON,2P,2010,0.0,2.610994
LLORON,2P,2011,0.0,3.159776
LLORON,2P,2012,0.0,1.627999
LLORON,2P,2013,0.0,3.274303
LLORON,2P,2014,0.0,3.274303
LLORON,2P,2015,0.0,3.274303
LLORON,2P,2016,0.0,3.274297
LLORON,2P,2017,0.0,3.274297
LLORON,2P,2018,0.0,3.274297
LLORON,2P,2019,0.0,3.274297
LLORON,2P,2020,0.0,3.274297
LLORON,2P,2021,0.0,3.274266
LLORON,2P,2022,0.0,3.274432
LLORON,2P,2023,0.0,3.274432
LLORON,3P,2010,0.0,5.440066
LLORON,3P,2011,0.0,3.123772
LLORON,3P,2012,0.0,1.627999
LLORON,3P,2013,0.0,3.274303
LLORON,3P,2014,0.0,3.274303
LLORON,3P,2015,0.0,3.274303
LLORON,3P,2016,0.0,3.274297
LLORON,3P,2017,0.0,3.274297
LLORON,3P,2018,0.0,3.274297
LLORON,3P,2019,0.0,3.274297
LLORON,3P,2020,0.0,3.274297
LLORON,3P,2021,0.0,3.274266
LLORON,3P,2022,0.0,3.274432
LLORON,3P,2023,0.0,3.274432
LOBINA,1P,2010,26.492248,11.911713
LOBINA,1P,2011,26.492248,11.911713
LOBINA,1P,2012,26.492248,11.911713
LOBINA,1P,2013,26.492248,11.911713
LOBINA,1P,2014,12.10399,5.424047
